Name	MC-289_T1-Amb_1603	MC-289_T1-Amb_1609	MC-289_T1-HiT_2878	MC-289_T1-HiT_2023	MC-289_T3-Amb_1595	MC-289_T3-Amb_2741	MC-289_T3-HiT_2183	MC-289_T3-HiT_2058	MC-289_T5-Amb_1721	MC-289_T5-Amb_2874	MC-289_T5-HiT_1341	MC-289_T5-HiT_2998	MC-289_Field_289-1	MC-289_Field_289-2
Montipora_capitata_PredGene_g60149	90.3	88.8	71	68	94.5	72.9	75	86.9	136.3	96.3	98.1	130.2	111.3	96.2
Montipora_capitata_PredGene_g38291	771.1	731.4	511.6	665.1	577.4	558.3	753.1	741.5	732.4	916.8	933.8	881.2	642.4	880.8
Montipora_capitata_PredGene_g28338	580.6	670.9	507.9	463.2	530.2	495.9	549.7	593	599.6	519.2	625.9	491.3	561.1	601
Montipora_capitata_PredGene_adi2mcaRNA21029_R0	420.1	386.6	307.9	318.8	350.3	349.1	307.6	299.6	392.4	429.7	292.2	319	321.7	446
Montipora_capitata_PredGene_g22389	225.1	123.7	119.6	140.4	306.5	253.2	66.9	88.9	238.4	156.1	209.3	337.2	341.2	127.8
Montipora_capitata_PredGene_g54961	16.9	20.9	10.6	20.2	10.6	16.8	6.8	5	5.9	11.8	12.9	21.3	6.3	16.6
Montipora_capitata_PredGene_g44736	117	129.1	97.5	93.5	132.8	149	94.7	109.1	110	102.8	93.2	79.6	114.1	116.2
Montipora_capitata_PredGene_g62125	724.7	751.1	579.4	568.3	738	560.2	546.8	495.8	849	757	559.4	525.7	645.8	616.6
Montipora_capitata_PredGene_g58316	338	603.6	425.6	290.1	415.3	453.9	230	232.8	45.6	394.4	286.2	69.5	213.7	361.3
Montipora_capitata_PredGene_g55697	28.6	38.7	30.9	21.7	39.8	41.8	14	21.8	53.6	12.9	15.3	34.3	38.4	95.4
Montipora_capitata_PredGene_g6184	121	145.6	107.9	98.9	82.1	110.8	121.3	110.7	132	174.4	135.6	123.1	90.6	164.7
Montipora_capitata_PredGene_g46698	73.7	61.8	49.3	55.8	60.4	76.2	31.3	35.7	56.2	51.9	30.4	43.6	64.3	53.2
Montipora_capitata_PredGene_g47990	395.3	366.7	271.2	324.1	283.8	285.5	408.2	412.7	342.4	540.1	547.9	435.5	255.9	337
Montipora_capitata_PredGene_g37950	589.5	443.1	348.5	455.3	431.4	457.1	373.5	335.8	229	659	485.7	327.4	386.6	506.1
Montipora_capitata_PredGene_adi2mcaRNA31050_R0	94.7	118.2	81.3	83.6	114.3	114.7	58.6	60.9	125.8	125.3	81.6	109.1	95.5	104.2
Montipora_capitata_PredGene_g56886	101.4	130.9	81.3	99.1	100.6	117.8	64.7	64.5	92.7	124.4	72.1	81.8	97.6	108.9
Montipora_capitata_PredGene_g33678	101.3	110	87.6	77.1	83.6	80.1	87.4	84	89.1	92.1	78.4	103.3	75.6	71.7
Montipora_capitata_PredGene_adi2mcaRNA5211_R0	598	585.7	432.2	493	420.2	513.1	490.7	368.9	584.6	666.1	490.1	551.1	450.4	577.8
Montipora_capitata_PredGene_adi2mcaRNA21193_R0	934.1	956	709.4	765.9	775.7	777.8	671	712.9	880.3	990.6	785.2	691.9	669.6	771
Montipora_capitata_PredGene_adi2mcaRNA12753_R0	35.7	58.6	37.6	33.7	40.3	31.1	33.5	33.6	39	40.9	35.1	35.8	39.4	40.1
Montipora_capitata_PredGene_g7188	116.8	134.1	103.3	92.3	110.6	129.4	92.9	73.8	87.3	124.9	88.7	68.8	62.8	85.7
Montipora_capitata_PredGene_g48003	273.9	313.4	218.7	238.8	229.1	255.1	200.9	226.5	258.5	275.4	232.3	191	199.6	257.7
Montipora_capitata_PredGene_g65061	194	213	167.3	150.3	196.3	201.1	164.2	180.5	179.4	180.8	152.8	300.7	189.2	226.3
Montipora_capitata_PredGene_g69797	39.9	45.9	37	30	36	42.1	24.4	26.1	21.2	29	27.8	34.9	28.2	39.8
Montipora_capitata_PredGene_g33253	216.5	227	172.9	173.5	211.9	228	122.5	109.1	168.1	163.3	110.9	181	205.3	209.1
Montipora_capitata_PredGene_g36419	87.4	105.6	70.7	79.6	88.6	96.5	51.8	54.8	101.1	95.2	56.2	130.8	68.3	106.4
Montipora_capitata_PredGene_g54429	76.5	64.6	60.7	49.6	75.8	61.3	44.6	40.4	88.1	86	45.8	129.2	77.1	89.8
Montipora_capitata_PredGene_g48069	327.4	357.7	285.1	250.7	337.7	340.5	251	205.5	364.5	227.5	200.9	260.7	306.8	365.3
Montipora_capitata_PredGene_g38102	71.2	83.3	53.4	67.8	63.1	68.8	31.9	42.3	60.5	76.8	35.8	47.4	62.8	63.4
Montipora_capitata_PredGene_g23759	14.5	16.4	11.3	12.9	15.1	12.3	10.2	11.1	16.8	14.3	14.5	20.9	13.6	18.1
Montipora_capitata_PredGene_g68149	27.4	32.6	27.7	19.7	27.2	21.2	25.2	27.4	31	31.9	26.5	36.7	36.5	41.8
Montipora_capitata_PredGene_g41480	311.5	269.6	220.1	233.7	246.7	240.8	204.3	204.3	262.1	313.6	244	285.6	263.3	281.5
Montipora_capitata_PredGene_g3447	15.7	19.8	15	12.7	11.2	10.6	9.8	9.2	19.6	22.3	16.1	32.5	25.1	17.4
Montipora_capitata_PredGene_g14888	182.9	141.3	112.1	141.4	194.8	197.2	97.1	94.5	239.5	212.9	98.2	146.1	257.7	237.1
Montipora_capitata_PredGene_g25593	511.3	495.5	375.1	413.7	444.7	436.9	440.8	403.3	429.6	613.2	509	473.2	522.3	566.1
Montipora_capitata_PredGene_g51198	39.4	74.9	41.3	43.9	66	67.3	61.5	43	38.9	61	41.6	101.7	71.3	102.6
Montipora_capitata_PredGene_g39613	424.8	398.5	363.2	286.6	567.2	406.1	196.9	219.7	368.7	399.7	264.9	334.9	798.3	644.2
Montipora_capitata_PredGene_g49265	330.5	308.4	249.6	251	316.1	266.7	222.5	223.4	383.6	333.6	254.5	305.7	262.1	281.5
Montipora_capitata_PredGene_g36704	412.8	365.3	284.7	325.7	340.3	349.8	262.7	253.4	289.3	440.4	301.1	390.4	296.5	384.8
Montipora_capitata_PredGene_g24255	899	969.8	821.9	651.4	833.7	804.3	604.1	563.3	947.2	794.3	633.9	817.4	867.5	843.9
Montipora_capitata_PredGene_adi2mcaRNA36593_R0	354	330	267.3	268.4	317.9	300.5	280.6	267.5	315.9	289.3	278.4	44	313	341.9
Montipora_capitata_PredGene_g59707	233.7	180.3	148.6	174.2	179.9	181.6	197.4	200	175.6	201.2	144.8	134.1	169.4	220.2
Montipora_capitata_PredGene_g15296	235.9	282.8	198	207.2	131.5	173.7	200.4	158.9	453.4	233.6	191.8	493.8	92.5	221.9
Montipora_capitata_PredGene_g32706	128.5	114.3	85.7	105.4	110	101.7	80.5	89.6	84.4	127.3	108	144.9	117.6	120
Montipora_capitata_PredGene_g69400	359.6	622.4	361.7	380.1	441	540.9	296.8	299.1	17.1	412.3	216.3	12.2	282.7	545.1
Montipora_capitata_PredGene_g49275	82.8	78	56.3	70.5	93.1	83.8	64.5	60.2	68.3	91.6	69.5	66.1	75.5	66.1
Montipora_capitata_PredGene_g66996	109.4	112.3	88.5	85.4	98.2	84.9	103.2	107.9	60.2	116.1	94.6	40.7	106.4	93.7
Montipora_capitata_PredGene_g58497	10.9	13.4	7.8	11.6	11.8	8.7	14	11.1	10.1	15.6	10.6	12.8	6.1	8.9
Montipora_capitata_PredGene_g32658	185.4	189.5	129.5	166.9	173.6	189.3	134.5	144.6	209.8	151.3	163.1	211	123.8	213.5
Montipora_capitata_PredGene_g35106	282.8	283.3	210.7	234.5	235.9	249.6	225	172.6	201.9	264	182.2	186.3	187.1	229.8
Montipora_capitata_PredGene_g66694	270.8	262.2	225.3	194.5	201.6	233.4	214	200.1	51.2	270.8	235.7	45.2	291.8	275
Montipora_capitata_PredGene_g17317	20.8	14.8	11.7	16.2	13.3	12.9	17.2	12	12.2	20.9	18.7	30.8	5.8	12.9
Montipora_capitata_PredGene_g52103	65	90.3	60.7	59.5	56.8	67.3	59.3	54.9	77.8	84.9	73.6	78.2	68.1	87.9
Montipora_capitata_PredGene_g69866	80.2	98.4	67.5	72.3	98	91.9	48.1	50.5	78.4	84.8	59.7	49.4	70.1	81.1
Montipora_capitata_PredGene_g18226	145.7	156.4	110.4	127.4	118.2	113.6	96.8	96	221.6	153.5	109.8	125.6	104.1	108.7
Montipora_capitata_PredGene_adi2mcaRNA37184_R0	114.1	103.9	93.8	78.2	115.7	107.2	74.8	57.6	97.4	109.1	72	86.7	105.6	102.9
Montipora_capitata_PredGene_g50608	152.6	129.4	107.4	113.4	123.5	113.8	127.9	108	177.5	175.8	162	467.1	147.5	156.3
Montipora_capitata_PredGene_g32431	56	48.7	40.6	41.4	46.2	54.9	26.9	27.8	81.4	30.3	50.9	34.8	44.8	35.4
Montipora_capitata_PredGene_g10758	26.4	33.1	19.8	27.3	25.2	22.2	22.7	13.8	8	19.5	16.7	20.5	28.1	19.1
Montipora_capitata_PredGene_adi2mcaRNA23465_R0	13.7	14.2	12.8	9.4	15.5	15.9	7.9	10.8	12.4	9	7.4	31.5	18.9	13.5
Montipora_capitata_PredGene_g30190	443.9	471.5	403.1	321.4	367.8	437.3	439.8	231.8	513	385.4	320.8	553.7	390.1	406.2
Montipora_capitata_PredGene_g22488	31.3	33.4	27	23.9	28.3	23.7	20.9	25.4	25.9	39.9	18.3	22.9	31.3	24.3
Montipora_capitata_PredGene_g70880	17.2	15.2	14.2	11.4	13.6	15.4	11.3	13.4	6.3	15.9	11.8	24.1	14.5	7.2
Montipora_capitata_PredGene_adi2mcaRNA13816_R0	807.6	852.7	623.7	685.5	973.6	795.2	786.6	746.5	897	708.2	770.8	646.9	1050.8	556.5
Montipora_capitata_PredGene_g23722	553.6	711.2	531.4	459.9	780.8	723.9	559.8	593.3	613.9	765.3	611.5	962.9	781.8	750.4
Montipora_capitata_PredGene_g17328	94.7	175.7	90.8	113.7	168.1	167.9	104.6	124.4	97.1	109.1	97.5	202.9	147.9	263.4
Montipora_capitata_PredGene_g55527	329.1	343.3	244	287.7	301.7	325.4	244.1	208.5	332.9	301	238.6	317.2	301	306.4
Montipora_capitata_PredGene_g21268	47.5	44.5	31.9	41.2	42.8	40.7	43.5	36.2	37.6	71.2	37.8	48.4	32.5	36.3
Montipora_capitata_PredGene_g24014	87	110.6	93.8	63.8	111.9	91.7	77.5	72.8	4.3	64	62.3	71.5	128.3	103.4
Montipora_capitata_PredGene_g2520	394.4	452.5	317.7	348.7	359.8	355.9	335.3	315.1	414.2	404.7	476.6	438.2	378.4	458.8
Montipora_capitata_PredGene_g37593	105.2	123.5	89.5	90.3	99.2	102.1	84.3	98.6	58.4	117.4	82.1	90.7	85.6	105.4
Montipora_capitata_PredGene_adi2mcaRNA16148_R0	19.6	21.1	17.3	14.8	24.5	21.6	16.5	13.6	22.8	24.8	19.6	15.2	18.8	18.5
Montipora_capitata_PredGene_g54251	21	21.2	17.8	15.5	18.2	16.5	15.4	17	19.1	17.3	20.8	21.2	14.4	16.4
Montipora_capitata_PredGene_g33461	97.5	95.8	77.5	74.9	82.5	78.6	84.3	86.3	171.6	115.8	124.6	156.7	66.7	121.6
Montipora_capitata_PredGene_g47394	95.5	102.2	79.9	76.1	87.9	82	65.2	72.1	123.8	97.2	71.9	112.8	90.2	91.8
Montipora_capitata_PredGene_g60649	1140.5	924.1	718.4	915.4	912	867.4	912.4	789.7	1299	975.4	967	1064.3	825.2	1006.2
Montipora_capitata_PredGene_g47697	161.3	207.5	136.1	153.4	128.8	149.9	97.8	88	59	128.9	98.2	121.6	70.7	145.4
Montipora_capitata_PredGene_g60885	306	342.9	250.5	261.4	299.2	295.1	240.7	263.4	272.9	331.7	242.9	328.2	255.2	284.9
Montipora_capitata_PredGene_g63846	641.7	596.6	491.8	486	433.6	482.8	469.8	486.7	509.4	676	556.6	378.3	537.5	553.6
Montipora_capitata_PredGene_g64358	523.1	506.6	421.8	392.7	481.3	485.2	410.8	444.9	391.9	490.5	464.6	364.1	497.8	453.1
Montipora_capitata_PredGene_g40316	563.8	633	457.6	488.5	519.3	423.1	501.3	493.9	530.8	671.2	567.4	501.6	521.7	524.4
Montipora_capitata_PredGene_g61547	53.2	66.5	43.7	50.6	59	57	56.6	55.1	55.5	58	43.4	41.7	46.4	50.7
Montipora_capitata_PredGene_g28855	97.3	102.9	78.1	80.3	72.8	75.6	91.8	77.8	130.1	105.2	108.5	122.8	77.6	93.5
Montipora_capitata_PredGene_g285	26	30.3	20.5	23.9	21.7	29.4	19	18	26.9	22.2	27.2	22.5	14.4	28.6
Montipora_capitata_PredGene_adi2mcaRNA33649_R1	142.1	153	115.8	117.6	123	144.3	99.6	112.9	115.9	161.1	110.9	285	127.4	150.4
Montipora_capitata_PredGene_g55579	13.2	34	21.2	13.3	14.5	15	12	13.2	7.1	19.1	15	0	17.6	10.5
Montipora_capitata_PredGene_g33704	52.9	62.4	50.2	41.2	53.9	63.1	42.5	52.3	26.4	58.2	53.9	39.8	42.9	57
Montipora_capitata_PredGene_g4721	108.5	107.8	93	79	121	100.1	64.8	74.8	93.6	105.8	77.2	99.3	118.7	127.8
Montipora_capitata_PredGene_g27230	641.5	621	535.9	467.2	487.6	536.3	708	444.6	376	648.9	533.1	221.8	574	698.5
Montipora_capitata_PredGene_g25636	138.6	152.6	107.7	123.6	99.4	95.5	169.3	150.5	151.1	178.7	181.8	155.9	93.1	167
Montipora_capitata_PredGene_g65966	218	202.1	155	178.7	184.6	178.8	174.6	174.4	189.6	204.8	191.6	211.6	210.2	227.5
Montipora_capitata_PredGene_g4693	105.8	102.3	75.9	89.6	88.2	79.4	94.8	96.8	120.3	126.8	120.6	103.3	68.5	104.7
Montipora_capitata_PredGene_g37946	172.4	101.4	98.5	111.8	100.4	153	87	80.6	49.9	154.4	120.3	86.4	101.4	73.3
Montipora_capitata_PredGene_g48090	681.3	453.1	320.7	606.6	766.4	838.6	475.5	515.6	24.8	298.5	511.7	57.9	883.3	921.6
Montipora_capitata_PredGene_g58301	651.4	787.3	632.6	511.7	714.7	692.3	588.2	598.8	658	595.1	482.5	1106.6	883.7	832.7
Montipora_capitata_PredGene_g38042	82.7	101.8	84.1	63	117.7	82.8	84.9	80.4	86.2	71.4	105.2	107	121.8	118.2
Montipora_capitata_PredGene_adi2mcaRNA25672_R2	530.6	535.7	426.5	421.1	486	464.8	311.8	347.3	79.1	603.9	414.1	710.6	537.3	618.2
Montipora_capitata_PredGene_g69599	86.3	79	52	82.9	51.9	51.5	81.8	80.7	79.8	85.6	115.1	110.6	43.5	69.3
Montipora_capitata_PredGene_g50736	193.2	182.8	142.3	157.1	156.5	156.3	166.9	158.8	162.8	183.4	164.5	152.6	163.5	189.9
Montipora_capitata_PredGene_g24378	117.5	100.3	74.4	100.1	124.1	106.9	78.4	76	98.3	146.8	72.1	137.3	101.8	125.7
Montipora_capitata_PredGene_g18823	48.1	49.6	37.8	39.9	31.3	34.7	40.2	39.4	60.7	53.7	53.9	61.5	36.2	45.9
Montipora_capitata_PredGene_g63834	82.4	80.8	61.3	68.7	82.3	73.1	87	96.9	121.2	81.8	125.6	110	97.7	102.2
Montipora_capitata_PredGene_g7927	25.9	25.6	15.7	26.6	24.1	19.2	25.3	26.9	27.9	31.2	28.3	35.4	17.6	28.6
Montipora_capitata_PredGene_adi2mcaRNA10073_R0	1163.1	1220.6	1134.8	793.5	1369.4	1218.6	1418.6	1356.8	1400.6	1123.6	1065	1043.8	1074.7	1043
Montipora_capitata_PredGene_g64751	455.8	373.1	257	419.5	347.2	337.5	293.8	339.6	116.8	428.9	308.3	331.1	417.4	398.1
Montipora_capitata_PredGene_g47749	46	54.4	42.2	37.6	54.6	45.6	39.2	43.8	39.7	57.9	44.8	52.4	54.6	48.5
Montipora_capitata_PredGene_g24013	14.2	6.9	8.4	7.4	6.5	8.7	14	8.8	10.5	11.8	11	7.2	9.5	9.5
Montipora_capitata_PredGene_g61116	577.1	661.9	457.9	530.3	610.4	557.4	399.6	480.2	546	616.1	555.6	454.9	592.4	586.5
Montipora_capitata_PredGene_g26554	665.2	836.8	614.9	575.2	692.2	676.7	719.9	836.1	607.3	745	785.7	649.1	784.9	700.8
Montipora_capitata_PredGene_g33619	624.3	634	526.5	477.4	525	492.3	663.2	584.8	340.8	743.6	743.8	402.8	564.2	635.6
Montipora_capitata_PredGene_g15689	181.7	199.5	147.4	156.1	183.8	154.2	149.7	133.4	148.4	180.6	160.2	130.5	174	170
Montipora_capitata_PredGene_g41742	303.7	267.8	210	246.8	255.9	291.9	169.9	184.9	248.2	329.1	238.4	261.8	174.1	301.1
Montipora_capitata_PredGene_g36978	17.4	18.3	17.7	11.4	14.1	17.8	11.4	12.1	11.7	20.6	9.1	11.6	24.7	17.9
Montipora_capitata_PredGene_g47572	92	81.2	56.2	84.5	83.5	86.5	51.4	55.3	69.3	98.9	63.1	85.9	73.7	67.3
Montipora_capitata_PredGene_g47558	160.6	148.8	101.7	149.5	160.4	157.6	130	111.6	122.9	125.8	105.2	131.8	134.6	140.9
Montipora_capitata_PredGene_g65053	205.5	235.8	165.1	187.2	205.7	195.9	152.4	147.7	312.8	209.7	173.1	321	171.5	192.4
Montipora_capitata_PredGene_g33952	250.2	339.1	241.8	224.1	294.8	271.9	248.7	304	303.2	265.6	284.5	274	358.4	294.9
Montipora_capitata_PredGene_g71328	367.3	448.4	384.4	273.7	439.5	416.8	290.3	314.7	603.3	407.2	353.4	461	482.1	441.5
Montipora_capitata_PredGene_g36436	126.6	108.5	87	100.7	103.1	94.2	86.4	62.7	93.2	117	82.3	128.9	94.1	107.1
Montipora_capitata_PredGene_g52281	42.3	36.8	47.6	20.9	39.9	40.6	40.7	30.8	31.8	28	23.8	28	31.7	34.7
Montipora_capitata_PredGene_g55528	1084.1	1200.5	750.5	1109.8	1199.1	1089.3	736.1	832.5	1135.3	1159.8	919.6	1130.7	1229.7	1054.9
Montipora_capitata_PredGene_g32451	158.8	171.3	118.9	146.3	133.4	142	132	124.7	122.7	159.9	118.4	143.4	126.7	161.5
Montipora_capitata_PredGene_g52435	115.1	104.6	68.5	112.6	94.4	89.5	59.5	68.5	96.3	112.7	61.8	138	103.8	105.1
Montipora_capitata_PredGene_g51253	32.1	21.7	19.9	22.4	21.7	26.8	23.5	15.9	12.3	27.6	17.9	14.1	25.1	19.3
Montipora_capitata_PredGene_g33732	47.8	49.2	29.7	50.7	66.7	61.7	20.7	26.1	39.3	58.1	40.3	51.6	83.9	78.5
Montipora_capitata_PredGene_g37588	80.2	78.8	60.5	66.9	73	66.1	71.9	65.8	54.3	67.8	72.9	56.9	66.5	68.5
Montipora_capitata_PredGene_g52632	14	18.8	18.2	9.3	8.9	13.6	12.3	8.9	8	15	10.9	28.1	13.6	10
Montipora_capitata_PredGene_g18504	118.1	91.1	75.2	91.6	90	81.7	103.1	83.9	119.9	104.5	85.4	149.5	118.9	96.7
Montipora_capitata_PredGene_g32282	349.2	389.3	306.3	285.1	325.2	313.1	240.5	230.1	389	327.7	215.8	257	366.4	321.2
Montipora_capitata_PredGene_g5391	206.2	184.7	134.6	181.7	178	159.9	139.7	231.1	210.1	266.3	267.3	270.8	154.2	173.9
Montipora_capitata_PredGene_g68201	166.8	189.5	139.5	145.2	159.4	181.9	159.9	119.3	50.7	145.3	123	152.4	126.3	155.8
Montipora_capitata_PredGene_adi2mcaRNA23187_R0	1004.5	819.9	753.6	701.1	734.8	815.2	624.7	533.8	1435.7	668	597.5	706.6	605.8	739.4
Montipora_capitata_PredGene_adi2mcaRNA11137_R0	286.9	443	276.9	294.8	305.9	322	379.9	371	34.3	367.2	377.4	43.4	380.4	308.9
Montipora_capitata_PredGene_g12783	393.7	389.5	362.9	271.3	396	374.4	277.1	180.7	243.1	311.9	251.9	252.9	801.8	759.3
Montipora_capitata_PredGene_g54030	39.5	46.6	31.9	37	45.2	37.3	25	27.3	43.8	54	41.4	60.6	29.1	37.5
Montipora_capitata_PredGene_g34007	568.9	539.8	442.7	446.4	540.7	507.8	402.6	374.3	462.9	553	444.4	622.6	579.2	606.3
Montipora_capitata_PredGene_g23173	274.9	280.4	239.5	207.1	213.5	242	217.7	163.7	260.2	264.4	178.1	227.1	208.4	286.2
Montipora_capitata_PredGene_g47103	289.4	239	202.4	220	314.8	343.3	172	195.5	368.5	235.9	167.4	151.9	311.8	281.9
Montipora_capitata_PredGene_adi2mcaRNA33106_R0	24.5	38.4	24.2	25.1	20.4	22.7	26.2	19	20.5	31.3	25.8	22.9	23.2	21.7
Montipora_capitata_PredGene_g46699	58.8	67.5	53.6	47.6	55.1	53.4	58.4	46.2	52	67.2	50.1	63.9	58.9	45.2
Montipora_capitata_PredGene_adi2mcaRNA33647_R2	20.8	18	12.8	18.8	21.5	15.5	11.4	21.8	23.7	27.6	20.1	22.3	18.7	20.7
Montipora_capitata_PredGene_g47150	98.6	117.9	81.9	91.6	113.6	96.1	85.9	82.7	84.7	91.3	82.9	80	86.6	93.4
Montipora_capitata_PredGene_g22333	280.3	294.4	225	236.3	232.2	249.2	218.5	209.3	211.8	291.8	224.4	235.6	208.9	255.8
Montipora_capitata_PredGene_g9239	130.1	128.7	99.5	108.4	113.7	88.5	81.7	71.2	133.3	105.8	93.8	104.9	121.8	109.7
Montipora_capitata_PredGene_g54919	109.7	109.6	81.3	95.3	92.6	87.1	107.2	107.2	70.2	118	114.6	74.8	85.3	80.1
Montipora_capitata_PredGene_g22825	41	48.8	40.9	31.6	54.2	57.2	35.4	33.3	41.9	37.2	30.6	44.3	40.2	55.6
Montipora_capitata_PredGene_g29178	158.6	154.7	111.4	142.4	126.7	116.7	103.7	117.6	121.2	153.1	122.3	122.4	131.1	147.8
Montipora_capitata_PredGene_g68190	549.9	474.3	412.1	409.4	550.5	534	320.7	258.6	357.4	480.2	242.4	663.9	334.3	654.5
Montipora_capitata_PredGene_g66326	55.2	38.2	34.3	39.9	38.5	37	29.4	36.8	25.4	39.9	31.7	24.9	33.6	35
Montipora_capitata_PredGene_g6668	501.4	519.5	402.5	417.9	452.2	402.5	415.1	412.9	531.1	581.5	472.5	546.2	419.7	478.4
Montipora_capitata_PredGene_g31726	73	72.5	54.6	62.5	58.8	58.1	40.7	47.6	90.2	73.2	64.3	73.8	58.6	69.8
Montipora_capitata_PredGene_g70212	16	20.8	21.1	10.2	21.3	16.1	18.8	14.8	27	34.4	14.8	15.6	26.2	23.4
Montipora_capitata_PredGene_adi2mcaRNA14782_R0	38.9	43.2	27.9	38.9	42.3	34.6	33.8	37	38.6	55.1	49.2	29.9	38.1	39.1
Montipora_capitata_PredGene_g30035	502.8	464.1	368.1	411.2	460.5	401.9	469.2	481.5	482.1	472.6	545.7	541.2	579.3	556.1
Montipora_capitata_PredGene_g37039	18	12.8	15.6	9.5	9.5	10.3	17	13	10.6	17	10.4	8.9	12	13.2
Montipora_capitata_PredGene_g66618	93.9	118.5	87.1	82.8	95.7	94.4	95.7	86.3	66.3	100.6	81.4	44.3	106.7	84.9
Montipora_capitata_PredGene_g27145	28.7	27.2	23.9	21.2	31.2	24.5	17.2	18.9	28.3	30.3	34.3	69.7	24	41.1
Montipora_capitata_PredGene_g44638	56.8	48.8	43.3	41.5	60.5	54.8	42.3	37.6	44.5	39.1	43.3	50.9	59.6	50.9
Montipora_capitata_PredGene_g31104	35.1	28.6	31.4	20.7	34.2	30.3	26.2	25	23.4	17.7	15	14.2	23.5	19.7
Montipora_capitata_PredGene_g54181	787.1	786.7	639.5	629.3	734.2	697	576.6	583.7	833.8	890.5	687.8	699.1	695.1	745.4
Montipora_capitata_PredGene_adi2mcaRNA20376_R0	9.9	37.8	65.8	3.7	16.4	24.5	19.7	24.4	192.7	102.1	13.1	136.5	33	44.6
Montipora_capitata_PredGene_g33183	69	79.3	70.4	50.5	95.5	77.4	76.2	96.4	71.4	47.1	80.6	141.6	98.1	79.6
Montipora_capitata_PredGene_g51819	19.9	65	41.6	20.2	47.8	52.1	37.8	31.9	40.4	23.6	20.5	26.5	37.4	35.2
Montipora_capitata_PredGene_g13276	31.9	11.6	10.1	23.8	14	14.8	7.8	9.5	11.8	14.3	16.7	25.5	12.7	13
Montipora_capitata_PredGene_g1546	100.9	92.8	67.3	90.7	109.3	94.8	60.9	65.3	59.9	72.4	57.5	60.6	128	99.8
Montipora_capitata_PredGene_g26836	30.9	38	25.5	30	28.3	31.8	31	26.8	32.8	37.9	24	23.1	32.4	54.1
Montipora_capitata_PredGene_g1926	26.2	21	21.8	16.4	19	16.3	17.3	16.6	20.1	22.5	18.9	15.3	16.6	20.5
Montipora_capitata_PredGene_g29193	31.1	51.9	33.1	31.8	40.8	27.5	17.2	22.8	28.4	32.6	26	30.2	39.5	35
Montipora_capitata_PredGene_g54368	144.1	106.1	76.9	129.6	102	109.9	102	112.9	132.5	168.5	110.7	92.9	118.6	108.8
Montipora_capitata_PredGene_g29673	289.1	375.5	280.1	252.8	251.2	262.5	319.9	328.5	657.6	332.9	294.3	327.7	329.4	299
Montipora_capitata_PredGene_g30004	298.3	284.2	304.1	182	277.5	275.8	238.3	245.8	170.8	278.7	243.1	242.3	217.2	232.4
Montipora_capitata_PredGene_adi2mcaRNA38114_R5	6.8	7.5	4.6	7.2	15.8	10.5	10.1	9.7	8.6	4.6	8.4	23.4	13.2	10.6
Montipora_capitata_PredGene_g57544	125.6	140.9	104.5	110.6	119.9	122.9	111.4	99.3	6.4	136.3	115.8	124.2	109.9	136
Montipora_capitata_PredGene_g66840	161.8	151	118.7	134.5	128.4	133.8	137.1	160.3	143.9	176.4	155.7	187.1	172.1	181.6
Montipora_capitata_PredGene_g5399	114.4	147.2	100.3	109.7	121.6	123.6	89.4	87.5	71.9	141.9	117.6	90.6	132.9	116.5
Montipora_capitata_PredGene_g60383	47.8	60.8	32.8	58	45	51.3	45.3	42	49.2	66.2	50.7	51.7	62.7	49.1
Montipora_capitata_PredGene_g29747	18.5	18.3	10.1	21.8	14	13.7	12.8	13	10.3	17.2	10.1	16.6	22.8	13.1
Montipora_capitata_PredGene_g41351	109.4	117.8	89.9	93.9	112	95.9	73.6	74.5	113.5	115.6	83	60.6	104.8	96.9
Montipora_capitata_PredGene_g31767	178.8	200.3	143.1	163.6	161.9	141.4	138.7	155	166.3	179.8	151.3	188.4	158.7	174.9
Montipora_capitata_PredGene_g43661	504	437.9	328.7	440	185.6	294.4	657	782.2	791.6	954.2	930.5	860.9	270.9	305.6
Montipora_capitata_PredGene_g55947	646.8	810.9	612.8	562.1	634.6	630.5	560.3	596.6	534.6	863.7	833.8	574.3	626.3	733.4
Montipora_capitata_PredGene_g43742	13	10.3	10.6	8.3	10.5	11.6	5.6	11.1	13.7	10	6.4	13.1	13.6	17.1
Montipora_capitata_PredGene_g53639	310.9	314.5	241.8	265.3	254.2	232.7	177.9	188.2	383.3	343.2	238.6	275.6	260.5	286.4
Montipora_capitata_PredGene_adi2mcaRNA30352_R0	118.8	129.8	93.9	107.7	125.6	109.4	85.7	76.2	100.3	108.1	96.8	105.9	102.1	135
Montipora_capitata_PredGene_g45435	12.7	7.7	9.2	7	11.8	8.1	8.9	8.8	14.1	11	12.6	14.9	9.2	12.2
Montipora_capitata_PredGene_g53758	59.3	52.8	41	50.2	69.8	61.9	41.5	39	49.2	62.8	55.9	60.7	44.5	53.8
Montipora_capitata_PredGene_adi2mcaRNA10809_R0	138.7	105.4	103.4	92.8	162.1	143.4	101.1	98.5	78.9	141.5	167.8	154.8	96.5	145.8
Montipora_capitata_PredGene_g3897	3689.3	3713.6	2953.4	3048.1	3134.5	3194.5	2854.9	2884.1	2705	3868.2	3310.8	3006.5	2947.9	3512.3
Montipora_capitata_PredGene_g48648	434.1	488.6	361	386.4	422.1	412.8	338.9	336	350.5	485.5	392.2	365.1	416.6	442.7
