Date,Timepoint,PLUG.ID,Geno,Photo.Number,Tank,Temperature,Red.Standard,Green.Standard,Blue.Standard,Red.Coral,Green.Coral,Blue.Coral,Notes
5/21/19,Time2,1121,MC_206,25,4,Ambient,144.092,89.938,118.928,130.759,111.195,98.228,
5/21/19,Time2,1258,MC_206,25,4,Ambient,144.092,89.938,118.928,111.908,95.478,90.085,
5/21/19,Time2,2871,MC_206,25,4,Ambient,144.092,89.938,118.928,115.471,100.269,102.153,
5/21/19,Time2,1157,MC_291,27,4,Ambient,145.068,88.752,117.485,114.631,91.963,75.798,
5/21/19,Time2,2212,MC_291,27,4,Ambient,145.068,88.752,117.485,125.976,105.053,90.199,
5/21/19,Time2,1302,MC_291,27,4,Ambient,145.068,88.752,117.485,119.592,97.212,82.95,
5/21/19,Time2,1775,MC_291,27,4,Ambient,145.068,88.752,117.485,118.512,100.519,89.842,
5/21/19,Time2,1084,MC_291,27,4,Ambient,145.068,88.752,117.485,132.587,116.205,110.454,
5/21/19,Time2,1169,MC_248,29,4,Ambient,143.078,89.396,117.339,126.936,104.989,85.794,
5/21/19,Time2,2172,MC_248,29,4,Ambient,143.078,89.396,117.339,142.438,120.155,99.676,
5/21/19,Time2,1308,MC_248,29,4,Ambient,143.078,89.396,117.339,130.056,107.222,88.824,
5/21/19,Time2,1243,MC_248,29,4,Ambient,143.078,89.396,117.339,148.912,125.118,104.608,
5/21/19,Time2,1772,MC_248,29,4,Ambient,143.078,89.396,117.339,146.487,124.658,108.227,
5/21/19,Time2,2393,MC_289,31,4,Ambient,144.428,90.424,117.075,145.982,119.233,97.13,
5/21/19,Time2,1426,MC_289,31,4,Ambient,144.428,90.424,117.075,125.252,98.322,80.294,
5/21/19,Time2,1595,MC_289,31,4,Ambient,144.428,90.424,117.075,144.44,122.765,106.08,
5/21/19,Time2,2153,MC_289,31,4,Ambient,144.428,90.424,117.075,139.632,114.919,99.948,
5/21/19,Time2,1609,MC_289,31,4,Ambient,144.428,90.424,117.075,136.156,116.215,106.786,
5/21/19,Time2,1598,MC_206,33,5,High,146.974,99.101,118.938,117.196,97.004,82.947,
5/21/19,Time2,2999,MC_206,33,5,High,146.974,99.101,118.938,127.717,108.673,92.387,
5/21/19,Time2,1307,MC_206,33,5,High,146.974,99.101,118.938,135.367,118.263,104.235,
5/21/19,Time2,2025,MC_206,33,5,High,146.974,99.101,118.938,144.855,125.385,108.61,
5/21/19,Time2,1744,MC_206,33,5,High,146.974,99.101,118.938,135.709,119.424,108.678,
5/21/19,Time2,2019,MC_206,33,5,High,146.974,99.101,118.938,121.158,109.103,117.871,
5/21/19,Time2,1303,MC_291,35,5,High,150.229,90.504,117.291,124.523,101.097,84.212,
5/21/19,Time2,1475,MC_291,35,5,High,150.229,90.504,117.291,161.579,137.373,114.195,
5/21/19,Time2,1239,MC_291,35,5,High,150.229,90.504,117.291,140.185,115.975,98.234,
5/21/19,Time2,2534,MC_291,35,5,High,150.229,90.504,117.291,154.701,132.678,116.246,
5/21/19,Time2,2756,MC_291,35,5,High,150.229,90.504,117.291,131.446,113.446,106.934,
5/21/19,Time2,1256,MC_248,37,5,High,149.92,91.776,119.177,159.547,137.127,114.932,
5/21/19,Time2,1565,MC_248,37,5,High,149.92,91.776,119.177,128.393,102.784,82.6,
5/21/19,Time2,1294,MC_248,37,5,High,149.92,91.776,119.177,155.734,131.053,108.582,
5/21/19,Time2,1738,MC_248,37,5,High,149.92,91.776,119.177,124.396,99.618,84.196,
5/21/19,Time2,1710,MC_248,37,5,High,149.92,91.776,119.177,127.34,106.87,97.799,
5/21/19,Time2,1418,MC_289,39,5,High,146.006,92.579,116.833,148.363,123.394,99.791,
5/21/19,Time2,1262,MC_289,39,5,High,146.006,92.579,116.833,152.214,127.32,103.151,
5/21/19,Time2,2058,MC_289,39,5,High,146.006,92.579,116.833,166.854,145.714,123.691,
5/21/19,Time2,1713,MC_289,39,5,High,146.006,92.579,116.833,148.641,128.915,112.451,
5/21/19,Time2,2878,MC_289,39,5,High,146.006,92.579,116.833,135.788,119.325,111.137,
5/21/19,Time2,1753,MC_206,41,6,Ambient,150.037,95.494,118.791,139.683,116.625,99.096,
5/21/19,Time2,1052,MC_206,41,6,Ambient,150.037,95.494,118.791,127.104,101.341,81.284,
5/21/19,Time2,2996,MC_206,41,6,Ambient,150.037,95.494,118.791,140.85,120.515,105.767,
5/21/19,Time2,1625,MC_206,41,6,Ambient,150.037,95.494,118.791,146.458,123.429,107.048,
5/21/19,Time2,2210,MC_206,41,6,Ambient,150.037,95.494,118.791,140.262,123.129,125.245,
5/21/19,Time2,1210,MC_291,43,6,Ambient,150.464,92.78,118.398,133.132,108.738,89.476,
5/21/19,Time2,1558,MC_291,43,6,Ambient,150.464,92.78,118.398,146.686,125.655,108.3,
5/21/19,Time2,1427,MC_291,43,6,Ambient,150.464,92.78,118.398,163.693,143.888,125.491,
5/21/19,Time2,1076,MC_291,43,6,Ambient,150.464,92.78,118.398,142.594,122.745,108.579,
5/21/19,Time2,1604,MC_291,43,6,Ambient,150.464,92.78,118.398,144.855,125.403,114.888,
5/21/19,Time2,1633,MC_248,45,6,Ambient,147.823,91.188,115.458,142.482,118.743,95.944,
5/21/19,Time2,1161,MC_248,45,6,Ambient,147.823,91.188,115.458,147.977,122.239,98.081,
5/21/19,Time2,2413,MC_248,45,6,Ambient,147.823,91.188,115.458,164.996,146.599,127.532,
5/21/19,Time2,1331,MC_248,45,6,Ambient,147.823,91.188,115.458,142.367,118.256,98.91,
5/21/19,Time2,1462,MC_248,45,6,Ambient,147.823,91.188,115.458,158.011,139.636,126.809,
5/21/19,Time2,2565,MC_289,47,6,Ambient,148.779,91.586,117.089,141.647,117.476,100.405,
5/21/19,Time2,2874,MC_289,47,6,Ambient,148.779,91.586,117.089,160.729,134.619,112.833,
5/21/19,Time2,2741,MC_289,47,6,Ambient,148.779,91.586,117.089,161.868,140.365,123.574,
5/21/19,Time2,1284,MC_289,47,6,Ambient,148.779,91.586,117.089,156.513,134.632,117.708,
5/21/19,Time2,1603,MC_289,47,6,Ambient,148.779,91.586,117.089,154.859,132.662,120.504,
5/24/19,Time3,2392,MC_206,1,1,Ambient,155.939,113.352,136.441,128.45,113.291,102.001,
5/24/19,Time3,2734,MC_206,1,1,Ambient,155.939,113.352,136.441,146.643,127.858,111.101,
5/24/19,Time3,1050,MC_206,1,1,Ambient,155.939,113.352,136.441,158.548,140.653,124.496,
5/24/19,Time3,1048,MC_206,1,1,Ambient,155.939,113.352,136.441,149.049,133.585,125.396,
5/24/19,Time3,1477,MC_206,1,1,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/24/19,Time3,1570,MC_291,3,1,Ambient,151.882,109.587,132.685,140.163,125.307,111.885,
5/24/19,Time3,1574,MC_291,3,1,Ambient,151.882,109.587,132.685,147.999,131.456,117.618,
5/24/19,Time3,1093,MC_291,3,1,Ambient,151.882,109.587,132.685,155.231,139.77,127.189,
5/24/19,Time3,1639,MC_291,3,1,Ambient,151.882,109.587,132.685,153.37,140.86,135.939,
5/24/19,Time3,1124,MC_291,3,1,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/24/19,Time3,1539,MC_248,5,1,Ambient,153.166,110.745,134.945,129.442,112.51,98.132,
5/24/19,Time3,1740,MC_248,5,1,Ambient,153.166,110.745,134.945,154.292,136.516,115.199,
5/24/19,Time3,1271,MC_248,5,1,Ambient,153.166,110.745,134.945,159.167,142.675,122.04,
5/24/19,Time3,1544,MC_248,5,1,Ambient,153.166,110.745,134.945,153.627,138.411,124.879,
5/24/19,Time3,2555,MC_248,5,1,Ambient,153.166,110.745,134.945,158.518,146.423,136.595,
5/24/19,Time3,2519,MC_248,5,1,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/24/19,Time3,2363,MC_289,7,1,Ambient,149.863,106.773,131.947,142.501,125.122,107.583,
5/24/19,Time3,1721,MC_289,7,1,Ambient,149.863,106.773,131.947,151.496,134.412,116.527,
5/24/19,Time3,2530,MC_289,7,1,Ambient,149.863,106.773,131.947,149.709,133.886,119.383,
5/24/19,Time3,2754,MC_289,7,1,Ambient,149.863,106.773,131.947,140.366,125.415,117.417,
5/24/19,Time3,1535,MC_289,7,1,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/24/19,Time3,1629,MC_206,9,2,High,155.864,104.793,136.06,114.813,92.187,76.66,
5/24/19,Time3,1773,MC_206,9,2,High,155.864,104.793,136.06,124.285,104.463,91.066,
5/24/19,Time3,1726,MC_206,9,2,High,155.864,104.793,136.06,136.789,115.526,100.447,
5/24/19,Time3,1688,MC_206,9,2,High,155.864,104.793,136.06,141.125,124.607,118.184,
5/24/19,Time3,1078,MC_206,9,2,High,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/24/19,Time3,1591,MC_291,11,2,High,151.744,96.186,127.04,116.893,93.697,77.351,
5/24/19,Time3,2396,MC_291,11,2,High,151.744,96.186,127.04,130.923,111.298,97.14,
5/24/19,Time3,1725,MC_291,11,2,High,151.744,96.186,127.04,129.243,106.479,89.549,
5/24/19,Time3,2411,MC_291,11,2,High,151.744,96.186,127.04,139.864,120.259,107.319,
5/24/19,Time3,1178,MC_291,11,2,High,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/24/19,Time3,2747,MC_248,13,2,High,153.158,99.689,130.146,143.876,124.104,105.275,
5/24/19,Time3,1095,MC_248,13,2,High,153.158,99.689,130.146,155.519,131.969,107.847,
5/24/19,Time3,1468,MC_248,13,2,High,NA,NA,NA,NA,NA,NA,Dead
5/24/19,Time3,2740,MC_248,13,2,High,153.158,99.689,130.146,158.934,139.92,120.625,
5/24/19,Time3,1142,MC_248,13,2,High,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/24/19,Time3,1717,MC_289,15,2,High,NA,NA,NA,NA,NA,NA,Dead
5/24/19,Time3,2875,MC_289,15,2,High,147.434,92.248,126.696,137.214,116.688,94.7,
5/24/19,Time3,1624,MC_289,15,2,High,147.434,92.248,126.696,151.337,131.593,109.874,
5/24/19,Time3,2183,MC_289,15,2,High,147.434,92.248,126.696,142.605,123.827,109.336,
5/24/19,Time3,2023,MC_289,15,2,High,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/24/19,Time3,1323,MC_206,17,3,High,153.022,98.365,128.331,139.019,115.264,94.534,
5/24/19,Time3,1063,MC_206,17,3,High,153.022,98.365,128.331,139.293,119.552,103.503,
5/24/19,Time3,1327,MC_206,17,3,High,153.022,98.365,128.331,147.819,127.156,110.329,
5/24/19,Time3,1338,MC_206,17,3,High,153.022,98.365,128.331,132.529,114.597,105.113,
5/24/19,Time3,2985,MC_206,17,3,High,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/24/19,Time3,1328,MC_291,19,3,High,149.915,91.838,122.653,126.022,105.613,88.908,
5/24/19,Time3,2306,MC_291,19,3,High,149.915,91.838,122.653,147.567,124.868,102.666,
5/24/19,Time3,1447,MC_291,19,3,High,149.915,91.838,122.653,138.697,116.475,98.824,
5/24/19,Time3,1321,MC_291,19,3,High,149.915,91.838,122.653,128.849,108.397,95.102,
5/24/19,Time3,1587,MC_291,19,3,High,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/24/19,Time3,1645,MC_248,21,3,High,164.086,107.896,141.059,147.751,122.474,100.608,
5/24/19,Time3,2005,MC_248,21,3,High,164.086,107.896,141.059,134.069,110.326,94.536,
5/24/19,Time3,1730,MC_248,21,3,High,164.086,107.896,141.059,143.299,121.552,105.641,
5/24/19,Time3,1277,MC_248,21,3,High,164.086,107.896,141.059,168.917,151.763,137.281,
5/24/19,Time3,1442,MC_248,21,3,High,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/24/19,Time3,1286,MC_289,23,3,High,156.473,94.46,126.326,133.051,108.292,89.792,
5/24/19,Time3,1341,MC_289,23,3,High,156.473,94.46,126.326,165.657,140.788,117.772,
5/24/19,Time3,2998,MC_289,23,3,High,156.473,94.46,126.326,140.019,112.682,92.863,
5/24/19,Time3,2204,MC_289,23,3,High,156.473,94.46,126.326,158.249,133.505,113.139,
5/24/19,Time3,2750,MC_289,23,3,High,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/24/19,Time3,1229,MC_206,25,4,Ambient,156.745,110.57,135.901,116.838,99.763,90.245,
5/24/19,Time3,1236,MC_206,25,4,Ambient,156.745,110.57,135.901,133.112,117.226,105.011,
5/24/19,Time3,1736,MC_206,25,4,Ambient,156.745,110.57,135.901,157.215,140.522,123.312,
5/24/19,Time3,1121,MC_206,25,4,Ambient,156.745,110.57,135.901,146.753,129.69,115.769,
5/24/19,Time3,1258,MC_206,25,4,Ambient,156.745,110.57,135.901,130.224,118.893,115.549,
5/24/19,Time3,2871,MC_206,25,4,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/24/19,Time3,1157,MC_291,27,4,Ambient,152.822,105.775,132.862,131.099,112.785,97.896,
5/24/19,Time3,2212,MC_291,27,4,Ambient,152.822,105.775,132.862,138.089,120.507,105.716,
5/24/19,Time3,1302,MC_291,27,4,Ambient,152.822,105.775,132.862,134.78,115.841,102.192,
5/24/19,Time3,1775,MC_291,27,4,Ambient,152.822,105.775,132.862,133.78,117.742,108.039,
5/24/19,Time3,1084,MC_291,27,4,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/24/19,Time3,1169,MC_248,29,4,Ambient,149.532,100.185,126.759,133.246,113.158,96.738,
5/24/19,Time3,2172,MC_248,29,4,Ambient,149.532,100.185,126.759,147.743,127.466,109.383,
5/24/19,Time3,1308,MC_248,29,4,Ambient,149.532,100.185,126.759,138.815,118.41,103.07,
5/24/19,Time3,1243,MC_248,29,4,Ambient,149.532,100.185,126.759,153.277,132.774,117.062,
5/24/19,Time3,1772,MC_248,29,4,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/24/19,Time3,2393,MC_289,31,4,Ambient,155.921,108.405,134.28,144.008,118.173,95.821,
5/24/19,Time3,1426,MC_289,31,4,Ambient,155.921,108.405,134.28,134.919,112.032,94.094,
5/24/19,Time3,1595,MC_289,31,4,Ambient,155.921,108.405,134.28,155.762,138.196,122.003,
5/24/19,Time3,2153,MC_289,31,4,Ambient,155.921,108.405,134.28,142.097,123.634,111.15,
5/24/19,Time3,1609,MC_289,31,4,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/24/19,Time3,1598,MC_206,33,5,High,156.21,105.337,130.539,122.189,101.964,93.028,
5/24/19,Time3,2999,MC_206,33,5,High,156.21,105.337,130.539,140.477,118.734,101.841,
5/24/19,Time3,1307,MC_206,33,5,High,156.21,105.337,130.539,141.022,121.899,109.375,
5/24/19,Time3,2025,MC_206,33,5,High,156.21,105.337,130.539,143.143,124.479,111.642,
5/24/19,Time3,1744,MC_206,33,5,High,156.21,105.337,130.539,141.542,126.342,117.355,
5/24/19,Time3,2019,MC_206,33,5,High,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/24/19,Time3,1303,MC_291,35,5,High,157.439,100.417,129.473,141.772,118.353,102.394,
5/24/19,Time3,1475,MC_291,35,5,High,157.439,100.417,129.473,173.078,149.455,129.153,
5/24/19,Time3,1239,MC_291,35,5,High,157.439,100.417,129.473,151.37,127.497,112.895,
5/24/19,Time3,2534,MC_291,35,5,High,157.439,100.417,129.473,159.162,137.333,124.62,
5/24/19,Time3,2756,MC_291,35,5,High,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/24/19,Time3,1256,MC_248,37,5,High,151.029,93.403,123.708,168.241,147.998,126.117,
5/24/19,Time3,1565,MC_248,37,5,High,151.029,93.403,123.708,138.087,117.126,99.791,
5/24/19,Time3,1294,MC_248,37,5,High,151.029,93.403,123.708,149.663,127.415,107.505,
5/24/19,Time3,1738,MC_248,37,5,High,151.029,93.403,123.708,128.817,108.192,98.465,
5/24/19,Time3,1710,MC_248,37,5,High,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/24/19,Time3,1418,MC_289,39,5,High,155.955,97.299,126.169,147.65,120.912,97.804,
5/24/19,Time3,1262,MC_289,39,5,High,155.955,97.299,126.169,162.619,137.112,115.007,
5/24/19,Time3,2058,MC_289,39,5,High,155.955,97.299,126.169,168.417,146.122,126.401,
5/24/19,Time3,1713,MC_289,39,5,High,155.955,97.299,126.169,140.385,119.74,107.487,
5/24/19,Time3,2878,MC_289,39,5,High,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/24/19,Time3,1753,MC_206,41,6,Ambient,161.691,109.451,138.237,149.399,126.404,106.882,
5/24/19,Time3,1052,MC_206,41,6,Ambient,161.691,109.451,138.237,140.455,117.009,98.727,
5/24/19,Time3,2996,MC_206,41,6,Ambient,161.691,109.451,138.237,147.991,127.754,113.583,
5/24/19,Time3,1625,MC_206,41,6,Ambient,161.691,109.451,138.237,153.041,136.547,127.941,
5/24/19,Time3,2210,MC_206,41,6,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/24/19,Time3,1210,MC_291,43,6,Ambient,144.813,93.121,119.372,132.467,113.639,96.997,
5/24/19,Time3,1558,MC_291,43,6,Ambient,144.813,93.121,119.372,140.304,123.302,107.637,
5/24/19,Time3,1427,MC_291,43,6,Ambient,144.813,93.121,119.372,153.942,135.222,114.908,
5/24/19,Time3,1076,MC_291,43,6,Ambient,144.813,93.121,119.372,131.975,115.469,103.329,
5/24/19,Time3,1604,MC_291,43,6,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/24/19,Time3,1633,MC_248,45,6,Ambient,148.969,101.059,127.95,138.362,119.439,98.638,
5/24/19,Time3,1161,MC_248,45,6,Ambient,148.969,101.059,127.95,150.04,130.223,107.876,
5/24/19,Time3,2413,MC_248,45,6,Ambient,148.969,101.059,127.95,161.903,146.808,128.632,
5/24/19,Time3,1331,MC_248,45,6,Ambient,148.969,101.059,127.95,139.651,121.169,105.608,
5/24/19,Time3,1462,MC_248,45,6,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/24/19,Time3,2565,MC_289,47,6,Ambient,147.055,94.365,124.008,144.688,127.341,108.893,
5/24/19,Time3,2874,MC_289,47,6,Ambient,147.055,94.365,124.008,159.46,140.449,118.371,
5/24/19,Time3,2741,MC_289,47,6,Ambient,147.055,94.365,124.008,158.926,141.589,122.879,
5/24/19,Time3,1284,MC_289,47,6,Ambient,147.055,94.365,124.008,146.005,131.629,117.751,
5/24/19,Time3,1603,MC_289,47,6,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/28/19,Time4,2392,MC_206,1,1,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/27/19
5/28/19,Time4,2734,MC_206,1,1,Ambient,149.856,92.825,127.592,123.276,99.945,77.966,
5/28/19,Time4,1050,MC_206,1,1,Ambient,149.856,92.825,127.592,144.753,119.438,90.875,
5/28/19,Time4,1048,MC_206,1,1,Ambient,149.856,92.825,127.592,131.37,108.843,90.712,
5/28/19,Time4,1477,MC_206,1,1,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/28/19,Time4,1570,MC_291,3,1,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/27/19
5/28/19,Time4,1574,MC_291,3,1,Ambient,146.936,86.632,120.421,120.977,97.082,75.033,
5/28/19,Time4,1093,MC_291,3,1,Ambient,146.936,86.632,120.421,139.243,114.114,86.953,
5/28/19,Time4,1639,MC_291,3,1,Ambient,146.936,86.632,120.421,132.4,108.904,87.26,
5/28/19,Time4,1124,MC_291,3,1,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/28/19,Time4,1539,MC_248,5,1,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/27/19
5/28/19,Time4,1740,MC_248,5,1,Ambient,150.929,90.473,125.886,135.962,110.538,80.281,
5/28/19,Time4,1271,MC_248,5,1,Ambient,150.929,90.473,125.886,155.521,131.218,96.988,
5/28/19,Time4,1544,MC_248,5,1,Ambient,150.929,90.473,125.886,133.243,108.592,83.31,
5/28/19,Time4,2555,MC_248,5,1,Ambient,150.929,90.473,125.886,133.456,111.665,92.23,
5/28/19,Time4,2519,MC_248,5,1,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/28/19,Time4,2363,MC_289,7,1,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/27/19
5/28/19,Time4,1721,MC_289,7,1,Ambient,148.148,89.399,123.026,131.249,108.588,82.91,
5/28/19,Time4,2530,MC_289,7,1,Ambient,148.148,89.399,123.026,138.949,117.008,94.276,
5/28/19,Time4,2754,MC_289,7,1,Ambient,148.148,89.399,123.026,120.399,97.346,79.919,
5/28/19,Time4,1535,MC_289,7,1,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/28/19,Time4,1629,MC_206,9,2,High,NA,NA,NA,NA,NA,NA,Sampled - 5/27/19
5/28/19,Time4,1773,MC_206,9,2,High,150.72,94.771,125.92,106.167,83.229,67.044,
5/28/19,Time4,1726,MC_206,9,2,High,150.72,94.771,125.92,134.538,111.803,92.303,
5/28/19,Time4,1688,MC_206,9,2,High,150.72,94.771,125.92,136.641,113.562,97.438,
5/28/19,Time4,1078,MC_206,9,2,High,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/28/19,Time4,1591,MC_291,11,2,High,NA,NA,NA,NA,NA,NA,Sampled - 5/27/19
5/28/19,Time4,2396,MC_291,11,2,High,144.718,86.946,120.591,120.616,96.668,75.538,
5/28/19,Time4,1725,MC_291,11,2,High,144.718,86.946,120.591,123.017,99.51,78.537,
5/28/19,Time4,2411,MC_291,11,2,High,144.718,86.946,120.591,134.523,110.865,88.369,
5/28/19,Time4,1178,MC_291,11,2,High,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/28/19,Time4,2747,MC_248,12_1,2,High,NA,NA,NA,NA,NA,NA,Sampled - 5/27/19
5/28/19,Time4,1095,MC_248,12_1,2,High,146.231,88.208,120.459,141.856,115.965,82.444,
5/28/19,Time4,1468,MC_248,12_1,2,High,NA,NA,NA,NA,NA,NA,Dead
5/28/19,Time4,2740,MC_248,12_1,2,High,146.231,88.208,120.459,157.099,138.716,113.631,
5/28/19,Time4,1142,MC_248,12_1,2,High,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/28/19,Time4,1717,MC_289,15,2,High,NA,NA,NA,NA,NA,NA,Dead
5/28/19,Time4,2875,MC_289,15,2,High,NA,NA,NA,NA,NA,NA,Sampled - 5/27/19
5/28/19,Time4,1624,MC_289,15,2,High,143.624,84.875,116.735,134.466,110.209,83.659,
5/28/19,Time4,2183,MC_289,15,2,High,143.624,84.875,116.735,135.546,112.676,89.908,
5/28/19,Time4,2023,MC_289,15,2,High,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/28/19,Time4,1323,MC_206,17,3,High,NA,NA,NA,NA,NA,NA,Sampled - 5/27/19
5/28/19,Time4,1063,MC_206,17,3,High,141.217,85.256,115.614,120.961,102.393,85.341,
5/28/19,Time4,1327,MC_206,17,3,High,141.217,85.256,115.614,137.82,118.57,98.942,
5/28/19,Time4,1338,MC_206,17,3,High,141.217,85.256,115.614,117.251,96.961,81.872,
5/28/19,Time4,2985,MC_206,17,3,High,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/28/19,Time4,1328,MC_291,19,3,High,NA,NA,NA,NA,NA,NA,Sampled - 5/27/19
5/28/19,Time4,2306,MC_291,19,3,High,142.6,85.63,118.118,139.205,117.973,94.196,
5/28/19,Time4,1447,MC_291,19,3,High,142.6,85.63,118.118,147.155,123.628,97.268,
5/28/19,Time4,1321,MC_291,19,3,High,142.6,85.63,118.118,127.389,105.551,87.207,
5/28/19,Time4,1587,MC_291,19,3,High,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/28/19,Time4,1645,MC_248,21,3,High,NA,NA,NA,NA,NA,NA,Sampled - 5/27/19
5/28/19,Time4,2005,MC_248,21,3,High,143.609,88.18,118.766,124.535,99.359,73.988,
5/28/19,Time4,1730,MC_248,21,3,High,143.609,88.18,118.766,124.228,103.567,83.507,
5/28/19,Time4,1277,MC_248,21,3,High,143.609,88.18,118.766,149.444,132.884,114.621,
5/28/19,Time4,1442,MC_248,21,3,High,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/28/19,Time4,1286,MC_289,23,3,High,NA,NA,NA,NA,NA,NA,Sampled - 5/27/19
5/28/19,Time4,1341,MC_289,23,3,High,143.024,91.289,120.327,131.73,108.169,83.813,
5/28/19,Time4,2998,MC_289,23,3,High,143.024,91.289,120.327,145.543,120.37,91.63,
5/28/19,Time4,2204,MC_289,23,3,High,143.024,91.289,120.327,151.073,129.982,106.984,
5/28/19,Time4,2750,MC_289,23,3,High,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/28/19,Time4,1229,MC_206,25,4,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/27/19
5/28/19,Time4,1236,MC_206,25,4,Ambient,146.282,91.992,120.411,108.962,88.322,74.23,
5/28/19,Time4,1736,MC_206,25,4,Ambient,146.282,91.992,120.411,143.392,122.414,100.133,
5/28/19,Time4,1121,MC_206,25,4,Ambient,146.282,91.992,120.411,121.905,100.505,83.569,
5/28/19,Time4,1258,MC_206,25,4,Ambient,146.282,91.992,120.411,108.198,91.713,84.411,
5/28/19,Time4,2871,MC_206,25,4,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/28/19,Time4,1157,MC_291,27,4,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/27/19
5/28/19,Time4,2212,MC_291,27,4,Ambient,147.723,89.992,122.455,121.202,99.392,79.678,
5/28/19,Time4,1302,MC_291,27,4,Ambient,147.723,89.992,122.455,120.257,96.204,75.624,
5/28/19,Time4,1775,MC_291,27,4,Ambient,147.723,89.992,122.455,116.818,96.651,80.441,
5/28/19,Time4,1084,MC_291,27,4,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/28/19,Time4,1169,MC_248,29,4,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/27/19
5/28/19,Time4,2172,MC_248,29,4,Ambient,148.513,89.804,123.61,130.725,106.318,82.193,
5/28/19,Time4,1308,MC_248,29,4,Ambient,148.513,89.804,123.61,126.286,101.151,77.32,
5/28/19,Time4,1243,MC_248,29,4,Ambient,148.513,89.804,123.61,138.859,113.552,89.981,
5/28/19,Time4,1772,MC_248,29,4,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/28/19,Time4,2393,MC_289,31,4,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/27/19
5/28/19,Time4,1426,MC_289,31,4,Ambient,146.107,84.637,119.709,107.05,81.339,61.008,
5/28/19,Time4,1595,MC_289,31,4,Ambient,146.107,84.637,119.709,133.351,111.465,91.005,
5/28/19,Time4,2153,MC_289,31,4,Ambient,146.107,84.637,119.709,120.144,96.086,77.05,
5/28/19,Time4,1609,MC_289,31,4,Ambient,NA,NA,NA,NA,NA,NA,Sampled - 5/22/19
5/28/19,Time4,1598,MC_206,33,5,High,NA,NA,NA,NA,NA,NA,Sampled - 5/27/19
5/28/19,Time4,2999,MC_206,33,5,High,146.309,90.871,123.304,117.287,95.031,74.422,
5/28/19,Time4,1307,MC_206,33,5,High,146.309,90.871,123.304,130.263,109.645,91.814,
5/28/19,Time4,2025,MC_206,33,5,High,146.309,90.871,123.304,143.2,121.245,98.514,
5/28/19,Time4,1744,MC_206,33,5,High,146.309,90.871,123.304,130.649,113.104,102.181,
